"Name","PackageFullName","DisplayName","DisplayVersion","Publisher","InstallDate","IsFramework","IsResourcePackage","InstallLocation","UserSid"
"MicrosoftWindows.Speech.en-US.1","MicrosoftWindows.Speech.en-US.1_1.0.24.0_x64__cw5n1h2txyewy","MicrosoftWindows.Speech.en-US.1","1.0.24.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftWindows.Speech.en-US.1_1.0.24.0_x64__cw5n1h2txyewy",
"MicrosoftWindows.UndockedDevKit","MicrosoftWindows.UndockedDevKit_10.0.26100.1_neutral_neutral_cw5n1h2txyewy","MicrosoftWindows.UndockedDevKit","10.0.26100.1","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\MicrosoftWindows.UndockedDevKit_cw5n1h2txyewy",
"MicrosoftWindows.Voice.en-US.Jenny.1","MicrosoftWindows.Voice.en-US.Jenny.1_1.0.8.0_x64__cw5n1h2txyewy","MicrosoftWindows.Voice.en-US.Jenny.1","1.0.8.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Program Files\WindowsApps\MicrosoftWindows.Voice.en-US.Jenny.1_1.0.8.0_x64__cw5n1h2txyewy",
"NotepadPlusPlus","NotepadPlusPlus_1.0.0.0_neutral__7njy0v32s6xk6","NotepadPlusPlus","1.0.0.0","CN=""Notepad++"", O=""Notepad++"", L=Saint Cloud, S=Ile-de-France, C=FR",,"False","False","C:\Program Files\WindowsApps\NotepadPlusPlus_1.0.0.0_neutral__7njy0v32s6xk6",
"NVIDIACorp.NVIDIAControlPanel","NVIDIACorp.NVIDIAControlPanel_8.1.969.0_x64__56jybvy8sckqj","NVIDIACorp.NVIDIAControlPanel","8.1.969.0","CN=D6816951-877F-493B-B4EE-41AB9419C326",,"False","False","C:\Program Files\WindowsApps\NVIDIACorp.NVIDIAControlPanel_8.1.969.0_x64__56jybvy8sckqj",
"OpenAI.ChatGPT-Desktop","OpenAI.ChatGPT-Desktop_1.2025.328.0_x64__2p2nqsd0c76g0","OpenAI.ChatGPT-Desktop","1.2025.328.0","CN=50BDFD77-8903-4850-9FFE-6E8522F64D5B",,"False","False","C:\Program Files\WindowsApps\OpenAI.ChatGPT-Desktop_1.2025.328.0_x64__2p2nqsd0c76g0",
"PythonSoftwareFoundation.Python.3.11","PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0","PythonSoftwareFoundation.Python.3.11","3.11.2544.0","CN=4975D53F-AA7E-49A5-8B49-EA4FDC1BB66B",,"False","False","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0",
"PythonSoftwareFoundation.Python.3.12","PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0","PythonSoftwareFoundation.Python.3.12","3.12.2800.0","CN=4975D53F-AA7E-49A5-8B49-EA4FDC1BB66B",,"False","False","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.12_3.12.2800.0_x64__qbz5n2kfra8p0",
"PythonSoftwareFoundation.Python.3.13","PythonSoftwareFoundation.Python.3.13_3.13.2544.0_x64__qbz5n2kfra8p0","PythonSoftwareFoundation.Python.3.13","3.13.2544.0","CN=4975D53F-AA7E-49A5-8B49-EA4FDC1BB66B",,"False","False","C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.13_3.13.2544.0_x64__qbz5n2kfra8p0",
"RealtekSemiconductorCorp.RealtekAudioControl","RealtekSemiconductorCorp.RealtekAudioControl_1.36.273.0_x64__dt26b99r8h8gj","RealtekSemiconductorCorp.RealtekAudioControl","1.36.273.0","CN=83564403-0B26-46B8-9D84-040F43691D31",,"False","False","C:\Program Files\WindowsApps\RealtekSemiconductorCorp.RealtekAudioControl_1.36.273.0_x64__dt26b99r8h8gj",
"SnapInc.Snapchat","SnapInc.Snapchat_4.0.1.0_neutral__k1zn018256b8e","SnapInc.Snapchat","4.0.1.0","CN=0679DDF4-0EFB-4AFC-A744-BD6C287FCC1E",,"False","False","C:\Program Files\WindowsApps\SnapInc.Snapchat_4.0.1.0_neutral__k1zn018256b8e",
"SpotifyAB.SpotifyMusic","SpotifyAB.SpotifyMusic_1.278.418.0_x64__zpdnekdrzrea0","SpotifyAB.SpotifyMusic","1.278.418.0","CN=453637B3-4E12-4CDF-B0D3-2A3C863BF6EF",,"False","False","C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.278.418.0_x64__zpdnekdrzrea0",
"Windows.CBSPreview","Windows.CBSPreview_10.0.19580.1000_neutral_neutral_cw5n1h2txyewy","Windows.CBSPreview","10.0.19580.1000","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Windows.CBSPreview_cw5n1h2txyewy",
"windows.immersivecontrolpanel","windows.immersivecontrolpanel_10.0.8.1000_neutral_neutral_cw5n1h2txyewy","windows.immersivecontrolpanel","10.0.8.1000","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\ImmersiveControlPanel",
"Windows.PrintDialog","Windows.PrintDialog_6.2.3.0_neutral_neutral_cw5n1h2txyewy","Windows.PrintDialog","6.2.3.0","CN=Microsoft Windows, O=Microsoft Corporation, L=Redmond, S=Washington, C=US",,"False","False","C:\Windows\SystemApps\Windows.PrintDialog_cw5n1h2txyewy",
"word.office.com-51E922F2","word.office.com-51E922F2_1.0.0.1_neutral__jc2kecmnkxwqc","word.office.com-51E922F2","1.0.0.1","CN=word.office.com, OID.2.25.311729368913984317654407730594956997722=1",,"False","False","C:\Program Files\WindowsApps\word.office.com-51E922F2_1.0.0.1_neutral__jc2kecmnkxwqc",
